"","...1","iso_code","region_group","income_group","country","survey","year","level","grade","category","sex","location","wealth","region","ethnicity","religion","language","disability","hh_edu_head","comp_prim_v2_m","comp_lowsec_v2_m","comp_upsec_v2_m","comp_prim_1524_m","comp_lowsec_1524_m","comp_upsec_2029_m","eduyears_2024_m","edu2_2024_m","edu4_2024_m","eduout_prim_m","eduout_lowsec_m","eduout_upsec_m","comp_prim_v2_no","comp_lowsec_v2_no","comp_upsec_v2_no","comp_prim_1524_no","comp_lowsec_1524_no","comp_upsec_2029_no","eduyears_2024_no","edu2_2024_no","edu4_2024_no","eduout_prim_no","eduout_lowsec_no","eduout_upsec_no","preschool_3_m","preschool_3_no","preschool_1ybefore_m","preschool_1ybefore_no","edu0_prim_m","edu0_prim_no","trans_prim_m","trans_prim_no","trans_lowsec_m","trans_lowsec_no","comp_higher_2yrs_2529_m","comp_higher_2yrs_2529_no","comp_higher_4yrs_2529_m","comp_higher_4yrs_2529_no","comp_higher_4yrs_3034_m","comp_higher_4yrs_3034_no","attend_higher_1822_m","attend_higher_1822_no","overage2plus_m","overage2plus_no","literacy_1524_m","literacy_1524_no","mlevel1_m","mlevel1_no","rlevel1_m","rlevel1_no","slevel1_m","slevel1_no","mlevel2_m","mlevel2_no","rlevel2_m","rlevel2_no","slevel2_m","slevel2_no","mlevel3_m","mlevel3_no","rlevel3_m","rlevel3_no","slevel3_m","slevel3_no","mlevel4_m","mlevel4_no","rlevel4_m","rlevel4_no","slevel4_m","slevel4_no"
"3432",187684,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2014,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9824,0.9648,0.866,0.993,0.9402,NA,11.7925,NA,NA,NA,NA,0.0386,NA,3380,3324,11249,11249,NA,5578,NA,NA,NA,NA,3520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3326,6027,0.3326,6027,0.3289,6983,0.4566,5475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3433",187809,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2015,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9892,0.9784,0.9147,0.9948,0.9476,NA,12.3901,NA,NA,NA,NA,0.0316,NA,2991,2853,9921,9921,NA,4781,NA,NA,NA,NA,3299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.474,5028,0.474,5028,0.455,6391,0.5215,4694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3434",187810,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2015,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.98895,0.9779,0.8982,0.9952,0.9455,NA,11.8991,NA,NA,NA,NA,0.0363,NA,3164,3289,10813,10813,NA,5409,NA,NA,NA,NA,3370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3252,5498,0.3252,5498,0.3527,6166,0.4847,5323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3435",187935,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2016,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99235,0.9847,0.9244,0.9966,0.9579,NA,12.4454,NA,NA,NA,NA,0.0318,NA,3147,3037,10662,10662,NA,5039,NA,NA,NA,NA,3622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4748,5012,0.4748,5012,0.4878,6384,0.5553,5038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3436",187936,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2016,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99305,0.9861,0.9136,0.9962,0.9555,NA,12.008,NA,NA,NA,NA,0.0322,NA,3278,3404,11437,11437,NA,5639,NA,NA,NA,NA,3713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315,5719,0.315,5719,0.3625,6395,0.4947,5489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3437",188061,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2017,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.98895,0.9779,0.9358,0.9941,0.9603,NA,12.5938,NA,NA,NA,NA,0.0319,NA,3044,2934,10164,10164,NA,4797,NA,NA,NA,NA,3519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4957,4640,0.4957,4640,0.505,5833,0.5441,4782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3438",188062,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2017,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9866,0.9732,0.9227,0.9948,0.9569,NA,12.0283,NA,NA,NA,NA,0.0326,NA,3137,3231,10882,10882,NA,5279,NA,NA,NA,NA,3667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3286,5061,0.3286,5061,0.3704,5979,0.4776,5167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3439",188187,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2018,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99365,0.9873,0.9514,0.9975,0.9663,NA,12.655,NA,NA,NA,NA,0.0285,NA,2735,2544,9092,9092,NA,4221,NA,NA,NA,NA,3246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505,4327,0.505,4327,0.5134,5336,0.554,4169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3440",188188,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2018,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9899,0.9798,0.9297,0.9974,0.9581,NA,12.0618,NA,NA,NA,NA,0.0321,NA,3083,3062,10466,10466,NA,5012,NA,NA,NA,NA,3564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3208,4604,0.3208,4604,0.3748,5240,0.4853,4952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3441",188313,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2019,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.994,0.988,0.9509,0.9994,0.9586,NA,12.6433,NA,NA,NA,NA,0.0285,NA,2496,2238,8179,8179,NA,3753,NA,NA,NA,NA,2914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5082,3759,0.5082,3759,0.4932,4721,0.5766,3750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3442",188314,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2019,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9911,0.9822,0.9435,0.995,0.9547,NA,12.088,NA,NA,NA,NA,0.0259,NA,2740,2781,9640,9640,NA,4592,NA,NA,NA,NA,3372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3342,4212,0.3342,4212,0.367,4437,0.5325,4457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3443",188439,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2020,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99605,0.9921,0.9545,0.9983,0.9628,NA,12.6633,NA,NA,NA,NA,0.0261,NA,2195,1790,7057,7057,NA,3060,NA,NA,NA,NA,2638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5397,3054,0.5397,3054,0.485,3778,0.5651,3149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3444",188440,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2020,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99315,0.9863,0.9484,0.9965,0.9588,NA,12.2436,NA,NA,NA,NA,0.025,NA,2320,2133,8035,8035,NA,3632,NA,NA,NA,NA,3035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3418,3597,0.3418,3597,0.3917,3544,0.5284,3501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3445",188565,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2021,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.995,0.99,0.939,0.9975,0.9615,NA,12.5518,NA,NA,NA,NA,0.0207,NA,289,269,951,951,NA,445,NA,NA,NA,NA,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5313,385,0.5313,385,0.5302,426,0.6342,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3446",188566,"GRC","Europe and Northern America","High income","Greece","EU-LFS",2021,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.98565,0.9713,0.9227,0.9943,0.959,NA,12.3066,NA,NA,NA,NA,0.0196,NA,299,338,1081,1081,NA,537,NA,NA,NA,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3533,499,0.3533,499,0.3953,439,0.5441,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3447",188637,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2006,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99485,0.9897,0.9496,0.9952,0.9868,NA,11.9059,NA,NA,NA,NA,0.0927,NA,665,625,2154,2155,NA,1058,NA,NA,NA,NA,863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2426,873,0,873,0,910,0.4529,1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3448",188638,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2006,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99225,0.9845,0.9401,0.9967,0.9814,NA,11.7596,NA,NA,NA,NA,0.106,NA,630,744,2298,2298,NA,1194,NA,NA,NA,NA,901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1373,1029,0,1029,0,897,0.3546,1159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3449",188645,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2007,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99625,0.9925,0.9639,0.9969,0.9858,NA,11.9436,NA,NA,NA,NA,0.1022,NA,904,786,2757,2757,NA,1339,NA,NA,NA,NA,1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2404,1113,0,1113,0,1097,0.4759,1421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3450",188646,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2007,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9951,0.9902,0.9451,0.9965,0.9833,NA,11.7429,NA,NA,NA,NA,0.1092,NA,858,920,2912,2912,NA,1492,NA,NA,NA,NA,1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1381,1219,0,1219,0,1132,0.3459,1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3451",188663,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2008,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99465,0.9893,0.9479,0.9958,0.9776,NA,11.8566,NA,NA,NA,NA,0.0922,NA,860,808,2643,2643,NA,1305,NA,NA,NA,NA,1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2867,1099,0,1099,0,1003,0.4957,1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3452",188664,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2008,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99095,0.9819,0.9453,0.9955,0.9834,NA,11.7991,NA,NA,NA,NA,0.1104,NA,840,876,2813,2813,NA,1472,NA,NA,NA,NA,1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,1247,0,1247,0,1053,0.3241,1427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3453",188681,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2009,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99305,0.9861,0.9469,0.9966,0.9753,NA,11.8485,NA,NA,NA,NA,0.0895,NA,766,744,2460,2460,NA,1208,NA,NA,NA,NA,986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2846,1050,0,1050,0,896,0.465,1262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3454",188682,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2009,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99595,0.9919,0.922,0.9966,0.9859,NA,11.7275,NA,NA,NA,NA,0.1204,NA,830,909,2776,2776,NA,1464,NA,NA,NA,NA,1033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1444,1205,0,1205,0,957,0.2963,1417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3455",188699,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2010,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9805,0.961,0.9667,0.994,0.9786,NA,11.9758,NA,NA,NA,NA,0.081,NA,698,715,2333,2333,NA,1174,NA,NA,NA,NA,915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3409,990,0,990,0,840,0.4739,1193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3456",188700,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2010,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99575,0.9915,0.9166,0.9986,0.9785,NA,11.6769,NA,NA,NA,NA,0.111,NA,766,835,2600,2600,NA,1395,NA,NA,NA,NA,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2031,1203,0,1203,0,919,0.2986,1351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3457",188717,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2011,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.98675,0.9735,0.9678,0.9987,0.9826,NA,11.9729,NA,NA,NA,NA,0.0958,NA,684,642,2174,2174,NA,1083,NA,NA,NA,NA,867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3207,906,0,906,0,836,0.4975,1132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3458",188718,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2011,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9994,0.9988,0.9498,0.9975,0.9854,NA,11.7676,NA,NA,NA,NA,0.0832,NA,699,754,2445,2445,NA,1292,NA,NA,NA,NA,889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1791,1126,0,1126,0,893,0.3476,1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3459",188735,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2012,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9971,0.9942,0.9483,1,0.9864,NA,11.9024,NA,NA,NA,NA,0.0781,NA,649,621,2092,2092,NA,1037,NA,NA,NA,NA,814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3116,864,0,864,0,774,0.5245,1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3460",188736,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2012,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99765,0.9953,0.937,0.9965,0.9814,NA,11.7595,NA,NA,NA,NA,0.0726,NA,717,762,2482,2482,NA,1282,NA,NA,NA,NA,956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1734,1090,0,1090,0,893,0.3649,1297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3461",188762,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2013,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9967,0.9934,0.9605,0.9987,0.9931,NA,12.0052,NA,NA,NA,NA,0.0884,NA,672,621,2069,2069,NA,1017,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3903,823,0,823,0,690,0.4878,1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3462",188763,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2013,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9929,0.9858,0.9403,0.9981,0.9879,NA,11.821,NA,NA,NA,NA,0.0824,NA,695,691,2253,2253,NA,1103,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196,1027,0,1027,0,850,0.3437,1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3463",188789,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2014,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9995,0.999,0.9723,0.997,0.995,NA,12.4484,NA,NA,NA,NA,0.0847,NA,686,567,2033,2033,NA,924,NA,NA,NA,NA,893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3631,932,0.3359,932,0.321,1014,0.4736,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3464",188790,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2014,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9893,0.9786,0.9579,0.9986,0.9826,NA,12.1113,NA,NA,NA,NA,0.1175,NA,689,637,2190,2190,NA,1060,NA,NA,NA,NA,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272,1044,0.2483,1044,0.221,1002,0.3053,1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3465",188816,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2015,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99545,0.9909,0.9782,0.9993,0.9865,NA,12.4625,NA,NA,NA,NA,0.0961,NA,671,572,2065,2065,NA,991,NA,NA,NA,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3848,870,0.3766,870,0.318,1028,0.4747,1051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3466",188817,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2015,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99235,0.9847,0.9467,0.9986,0.9827,NA,12.0721,NA,NA,NA,NA,0.1192,NA,780,657,2291,2291,NA,1099,NA,NA,NA,NA,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2326,1103,0.2132,1103,0.1892,1062,0.3527,1228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3467",188843,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2016,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9934,0.9868,0.9696,0.9967,0.9889,NA,12.4951,NA,NA,NA,NA,0.1158,NA,527,510,1716,1716,NA,839,NA,NA,NA,NA,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.458,730,0.4513,730,0.3345,752,0.4336,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3468",188844,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2016,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9942,0.9884,0.9542,0.9969,0.9849,NA,12.1261,NA,NA,NA,NA,0.1615,NA,624,594,1971,1971,NA,980,NA,NA,NA,NA,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2761,931,0.2587,931,0.1977,838,0.3095,1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3469",188870,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2017,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9945,0.989,0.9668,0.996,0.9868,NA,12.4661,NA,NA,NA,NA,0.0747,NA,488,479,1596,1596,NA,784,NA,NA,NA,NA,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4525,703,0.4452,703,0.3167,713,0.4367,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3470",188871,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2017,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99555,0.9911,0.968,0.9978,0.9864,NA,12.1485,NA,NA,NA,NA,0.1294,NA,586,606,1850,1850,NA,957,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292,819,0.2884,819,0.2107,789,0.3378,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3471",188897,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2018,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99875,0.9975,0.9539,0.9976,0.9891,NA,12.3936,NA,NA,NA,NA,0.0755,NA,541,590,1856,1856,NA,922,NA,NA,NA,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4385,752,0.4245,752,0.3818,790,0.4909,963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3472",188898,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2018,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.992,0.984,0.9649,0.9987,0.9822,NA,12.1425,NA,NA,NA,NA,0.091,NA,638,654,2053,2053,NA,1030,NA,NA,NA,NA,804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3021,857,0.2951,857,0.2448,811,0.3555,1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3473",188924,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2019,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9928,0.9856,0.9675,0.997,0.986,NA,12.5961,NA,NA,NA,NA,0.0775,NA,516,608,1796,1796,NA,959,NA,NA,NA,NA,653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5123,658,0.5048,658,0.3775,645,0.4822,931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3474",188925,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2019,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.99315,0.9863,0.9715,0.9978,0.9756,NA,12.1583,NA,NA,NA,NA,0.1085,NA,587,619,1917,1917,NA,986,NA,NA,NA,NA,729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2546,809,0.2489,809,0.2329,708,0.3032,996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3475",188951,"HRV","Europe and Northern America","High income","Croatia","EU-LFS",2020,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.99635,0.9927,0.9812,0.9966,0.9838,NA,12.5153,NA,NA,NA,NA,0.0742,NA,500,584,1770,1770,NA,959,NA,NA,NA,NA,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5091,574,0.501,574,0.3911,584,0.5056,894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
